English,ISL-Gloss
I did thirty push-ups., i thirty push - ups do
Tom is in custody., tom custody
I don't think I can answer that., i i that think answer no
Do you know your blood type?, you your your blood type know
You look good in that suit., you good that suit look
I received your message yesterday., i your your message yesterday receive
How long were you sick?, you sick long how
It was a group effort., it group effort
Yesterday was Thursday., yesterday thursday
We love our parks., we our our park love
You may speak to him., you him speak to
Yesterday morning I ate a waffle., i yesterday morning waffle eat
He is known as a great painter., he great great painter know as
I'll be right back., i right back
I've reached the limits of my ability., i my limit of my ability reach
I love doing this., i this love do
We stayed at a nice hotel., we nice nice hotel stay at
Sing us a song., us song sing
I got dizzy., i dizzy get
I am thinking about my children., i my my child think about
Try to think of something else., something else try think of
What exactly is the threat?, threat exactly what
I want to hear all about it., i all it want hear all
Where's your drink?, your drink where
I'm very sad to hear that., i very sad hear very that hear
Tom ate quickly., tom quickly ate quickly
That problem isn't important., that problem important that no
No one's prepared., no one no prepared
I really enjoyed myself., i really myself enjoy
Do you know what day it is?, you it what day know
This is a good system., this good good system
We went to a movie., we movie go to
Tom is always breaking things., tom always thing break
I was worried to death., i worry to death
Make yourselves comfortable., yourselves comfortable make
That's only the tip of the iceberg., that only tip of iceberg
I can do better than this., i good than this do good
The salesgirl couldn't open the cash register., salesgirl cash register open no
Don't worry about what I did., i worry about what no
I got scammed., i scammed
Can't you see I'm busy?, you i busy see no
I haven't seen you for a while., i you while see no
I don't think you're right., i you right think no
I put my clothes in the dryer., i my my clothes dryer put
She quit school for health reasons., she school health reason quit
The coat is not mine., coat mine no
I like your way of smiling., i your your way of smile like smile
I never wanted to hurt you., i you want hurt no
You've always been that way., you always that way
She did nothing but cry all day., she nothing cry all day do cry
Of course you can stay., you of course stay
I'm really disappointed., i really disappointed really
What's your favorite cartoon?, your favorite cartoon what
What do you advise?, you advise what
No one will ever find you., no one no ever you find
No one's shooting at us now., no one 's no us now
There aren't any., there any no
It was a national scandal., it national national scandal
Tom cried all morning., tom all morning cry
Do you like playing volleyball?, you volleyball like play
